ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000182983,71,71,217,60,85,117,167,112
ENSG00000182985,332,81,148,48,78,77,152,45
ENSG00000182986,308,179,396,195,422,405,217,241
ENSG00000182993,31,37,38,30,32,35,44,46
ENSG00000183010,500,262,534,167,465,559,425,179
ENSG00000183011,367,435,461,226,371,558,284,335
ENSG00000183018,3,7,12,2,7,10,15,0
ENSG00000183019,0,0,0,0,0,0,0,0
ENSG00000183020,405,512,820,414,1177,1253,648,712
ENSG00000183022,0,0,0,0,1,0,0,0
ENSG00000183023,1214,448,1787,635,1353,1163,1516,968
ENSG00000183024,0,0,0,0,0,0,0,0
ENSG00000183032,24,19,51,10,37,31,35,22
ENSG00000183034,0,0,0,0,0,0,0,0
ENSG00000183035,0,0,0,0,0,0,0,0
ENSG00000183036,0,0,0,0,0,0,0,0
ENSG00000183044,356,664,409,480,404,950,349,683
ENSG00000183048,76,57,69,51,93,135,65,75
ENSG00000183049,411,166,495,182,502,404,341,226
ENSG00000183054,807,474,682,450,1013,644,829,808
ENSG00000183055,0,0,0,2,0,0,0,1
ENSG00000183060,105,121,171,95,142,151,142,146
ENSG00000183066,9,13,15,6,16,15,8,8
ENSG00000183067,7,10,29,6,8,11,14,12
ENSG00000183072,0,0,0,0,0,0,0,0
ENSG00000183077,209,209,317,214,295,469,199,291
ENSG00000183087,7011,7924,16392,10052,24423,43298,8502,11487
ENSG00000183090,0,1,1,1,0,0,17,0
ENSG00000183091,15,10,20,23,30,29,14,15
ENSG00000183092,25,1,8,6,6,0,11,0
ENSG00000183098,3149,1885,5865,2740,3496,5394,4978,5577
ENSG00000183111,156,64,377,134,178,249,318,166
ENSG00000183114,1,1,1,0,0,0,0,0
ENSG00000183117,9,50,5,2,9,5,17,3
ENSG00000183122,0,0,0,0,0,0,0,0
ENSG00000183128,0,0,0,0,0,0,0,2
ENSG00000183130,0,0,0,0,0,0,0,0
ENSG00000183134,36,63,44,27,3,5,12,26
ENSG00000183137,251,192,292,123,284,220,257,182
ENSG00000183145,2,3,1,1,5,1,2,3
ENSG00000183146,0,4,0,1,1,0,1,2
ENSG00000183148,1,0,0,0,1,1,2,2
ENSG00000183150,1,3,3,1,0,2,3,3
ENSG00000183153,49,51,63,43,67,80,72,59
ENSG00000183155,167,158,187,147,186,253,153,163
ENSG00000183160,4362,1446,5480,1307,4267,2833,3406,1549
ENSG00000183161,146,119,193,83,141,187,125,118
ENSG00000183166,0,4,1,0,3,4,3,3
ENSG00000183169,1,1,1,1,3,31,1,5
ENSG00000183171,8,7,6,5,10,8,2,11
ENSG00000183172,61,50,60,38,52,69,53,50
ENSG00000183185,0,0,2,0,0,0,0,0
ENSG00000183186,0,0,1,0,1,2,0,0
ENSG00000183196,16,9,12,6,15,14,8,7
ENSG00000183199,0,1,0,0,1,4,1,1
ENSG00000183206,17,13,15,7,33,29,18,18
ENSG00000183207,748,793,795,434,819,1266,576,643
ENSG00000183208,70,32,89,40,76,84,34,65
ENSG00000183214,4,4,1,0,133,134,16,2
ENSG00000183230,0,0,11,0,5,0,0,0
ENSG00000183239,0,1,0,0,0,0,0,0
ENSG00000183246,12,13,20,1,0,0,8,0
ENSG00000183248,0,0,4,0,1,0,3,2
ENSG00000183249,0,0,0,0,0,0,0,0
ENSG00000183251,0,0,1,0,0,0,0,0
ENSG00000183255,5719,5355,7956,5933,8145,11819,5600,8502
ENSG00000183258,1046,747,1138,571,1219,2045,1011,897
ENSG00000183260,41,31,70,24,47,67,60,69
ENSG00000183269,0,0,0,0,0,0,0,0
ENSG00000183273,2,2,9,1,0,1,0,0
ENSG00000183281,37,43,87,58,69,66,65,66
ENSG00000183283,3214,3084,3846,2201,4111,4986,2926,3494
ENSG00000183287,5416,6252,6745,5233,5330,9917,5680,8919
ENSG00000183291,3142,2899,3112,2636,3248,4977,2740,3346
ENSG00000183292,3,0,6,5,5,12,3,4
ENSG00000183298,1,1,0,1,2,1,0,3
ENSG00000183303,0,0,0,0,0,0,0,0
ENSG00000183304,1,1,1,0,1,0,1,1
ENSG00000183305,0,0,0,0,0,0,0,0
ENSG00000183307,11,6,5,3,11,12,8,12
ENSG00000183309,282,246,178,191,25,120,335,466
ENSG00000183310,0,0,0,0,0,0,0,0
ENSG00000183311,140,29,9776,2180,42,45,0,73
ENSG00000183313,0,0,0,0,0,0,0,0
ENSG00000183317,0,4,11,2,2,2,2,2
ENSG00000183318,0,0,0,0,1,1,0,1
ENSG00000183323,167,153,213,152,95,149,156,175
ENSG00000183324,0,0,0,0,0,0,0,0
ENSG00000183336,115,118,158,67,134,161,90,115
ENSG00000183337,552,478,592,294,690,894,482,535
ENSG00000183340,405,292,420,222,401,490,349,306
ENSG00000183346,22,7,74,28,37,60,72,24
ENSG00000183347,1,0,3,2,1,5,2,4
ENSG00000183354,822,654,940,409,987,1069,595,664
ENSG00000183378,2,1,0,4,4,28,4,1
ENSG00000183379,1,0,2,0,0,2,0,2
ENSG00000183386,422,385,397,250,451,769,410,423
ENSG00000183389,0,0,0,0,0,0,0,0
ENSG00000183395,7,0,3,0,7,1,4,0
ENSG00000183396,1,0,1,0,0,3,0,0
ENSG00000183397,62,68,57,21,45,108,39,78
ENSG00000183401,202,154,253,141,233,221,217,145
ENSG00000183421,0,0,0,0,1,0,0,0
ENSG00000183423,0,2,3,1,0,4,5,0
ENSG00000183426,756,843,1438,1023,1760,2104,1634,2062
ENSG00000183431,1134,983,1486,691,1545,1971,1135,1331
ENSG00000183432,0,0,0,0,0,0,0,0
ENSG00000183434,0,0,1,0,0,0,0,0
ENSG00000183439,39,39,31,30,21,29,24,19
ENSG00000183444,31,28,67,21,86,80,38,23
ENSG00000183454,17,1,15,1,23,2,51,15
ENSG00000183458,439,466,589,322,952,1501,1029,1303
ENSG00000183463,0,0,0,0,0,0,0,0
ENSG00000183474,113,140,231,79,205,110,98,52
ENSG00000183475,399,320,481,270,432,503,351,453
ENSG00000183476,5,1,14,1,3,3,2,2
ENSG00000183479,24,26,25,10,25,23,26,19
ENSG00000183484,12,6,6,5,12,8,18,12
ENSG00000183486,99,104,128,67,149,88,131,108
ENSG00000183495,1427,1095,1600,846,1695,2005,1301,1251
ENSG00000183496,450,151,233,28,308,105,236,73
ENSG00000183506,527,413,525,226,429,472,249,278
ENSG00000183508,179,18,202,13,181,66,106,18
ENSG00000183513,419,409,413,228,392,456,346,335
ENSG00000183514,0,0,0,0,0,0,0,0
ENSG00000183520,452,428,496,268,681,717,397,462
ENSG00000183527,276,260,320,202,403,417,300,249
ENSG00000183530,540,604,680,487,829,1056,509,610
ENSG00000183542,0,0,0,0,0,0,0,0
ENSG00000183549,0,1,2,0,2,2,0,0
ENSG00000183559,0,0,0,0,0,0,0,0
ENSG00000183560,0,0,0,0,0,1,1,0
ENSG00000183566,0,0,0,0,0,0,0,0
ENSG00000183569,76,68,98,60,120,112,72,74
ENSG00000183570,117,334,146,210,42,47,77,320
ENSG00000183571,0,4,1,1,1,1,1,0
ENSG00000183574,42,27,69,41,73,75,63,55
ENSG00000183576,955,882,924,752,941,1224,830,1011
ENSG00000183578,628,681,520,442,298,500,607,811
ENSG00000183579,139,135,194,107,156,236,127,186
ENSG00000183580,624,902,610,578,695,705,400,771
ENSG00000183586,0,0,0,0,0,0,0,0
ENSG00000183597,349,294,518,274,629,736,503,540
ENSG00000183598,4,2,3,5,3,1,0,5
ENSG00000183604,97,119,130,66,121,155,131,147
ENSG00000183605,64,60,88,67,133,117,99,101
ENSG00000183607,0,0,0,0,0,0,0,0
ENSG00000183615,44,30,81,43,45,47,31,34
ENSG00000183617,189,169,240,134,222,344,171,179
ENSG00000183621,335,450,486,461,442,777,354,671
ENSG00000183624,354,337,386,291,323,494,310,328
ENSG00000183625,3,3,5,0,6,2,4,6
ENSG00000183628,44,77,29,17,42,54,35,36
ENSG00000183629,1,2,0,0,3,2,2,0
ENSG00000183631,0,0,0,0,0,0,0,0
ENSG00000183632,0,0,0,0,0,2,0,1
ENSG00000183638,45,40,37,23,42,57,18,36
ENSG00000183640,0,0,0,0,0,0,0,0
ENSG00000183644,5,14,27,36,6,25,4,27
ENSG00000183647,41,69,52,22,61,63,56,53
ENSG00000183648,501,435,548,296,477,599,391,377
ENSG00000183654,0,1,0,0,0,0,0,0
ENSG00000183655,138,179,120,109,144,234,75,153
ENSG00000183662,2,1,2,2,1,0,3,6
ENSG00000183663,0,0,0,0,0,0,0,0
ENSG00000183665,128,112,128,103,159,138,107,109
ENSG00000183666,238,128,190,86,263,217,158,116
ENSG00000183668,17,8,113,46,42,20,4,0
ENSG00000183671,337,368,512,410,303,309,209,364
ENSG00000183682,9,8,7,2,7,8,9,7
ENSG00000183684,453,425,457,232,461,622,320,328
ENSG00000183688,864,1322,711,837,1065,1895,998,1776
ENSG00000183690,25,36,30,30,29,59,14,12
ENSG00000183691,3,10,8,6,2,19,2,8
ENSG00000183695,0,0,0,0,0,0,0,0
ENSG00000183696,165,57,98,21,198,178,173,62
ENSG00000183704,0,0,0,0,0,0,0,0
ENSG00000183706,0,0,0,0,0,0,0,0
ENSG00000183709,0,0,0,0,0,0,0,0
ENSG00000183715,0,2,0,0,2,0,0,0
ENSG00000183718,289,329,297,254,340,388,264,337
ENSG00000183722,2217,3338,2717,2677,2807,4768,2149,3757
ENSG00000183723,378,423,488,418,453,1232,335,583
ENSG00000183726,1857,2731,2170,2433,2554,4435,1748,2704
ENSG00000183729,0,1,0,0,0,0,0,0
ENSG00000183733,0,0,0,0,0,0,0,0
ENSG00000183734,0,0,0,0,1,0,0,0
ENSG00000183735,716,630,757,520,847,931,558,591
ENSG00000183741,4219,3193,3974,2384,3412,4659,4262,4035
ENSG00000183742,34,30,53,20,72,40,34,30
ENSG00000183747,8,9,37,19,27,32,26,16
ENSG00000183751,581,514,563,294,543,792,410,484
ENSG00000183753,0,0,0,0,0,0,0,0
ENSG00000183760,10,3,6,7,6,8,6,6
ENSG00000183762,2751,1688,3545,1515,2707,2471,2116,2219
ENSG00000183763,38,24,44,20,29,21,37,16
ENSG00000183765,245,280,273,159,359,264,158,131
ENSG00000183770,1,1,2,0,0,0,2,2
ENSG00000183773,11,15,7,16,7,15,18,19
ENSG00000183775,114,38,103,17,113,155,93,42
ENSG00000183778,3,1,8,3,11,3,3,2
ENSG00000183779,1116,2108,1308,1086,927,973,1173,1457
ENSG00000183780,0,0,0,0,1,4,0,0
ENSG00000183783,0,0,0,0,1,0,0,0
ENSG00000183784,7,11,4,6,12,15,12,8
ENSG00000183785,11,3,24,13,25,22,15,22
ENSG00000183791,0,0,0,0,0,0,0,3
ENSG00000183793,27,21,25,20,42,38,50,42
ENSG00000183795,0,0,0,0,0,0,0,0
ENSG00000183798,1,2,8,2,3,6,8,6
ENSG00000183801,1569,851,2408,741,1669,770,2076,1092
ENSG00000183807,2,5,1,1,11,24,6,10
ENSG00000183808,400,312,504,295,542,857,487,472
ENSG00000183813,11,7,14,5,13,9,11,12
ENSG00000183814,57,17,52,37,57,44,59,41
ENSG00000183826,499,448,630,334,613,702,453,636
ENSG00000183828,110,67,130,54,73,100,107,69
ENSG00000183831,29,13,35,4,52,44,39,13
ENSG00000183833,17,10,3,2,9,23,20,14
ENSG00000183837,19,10,15,6,14,10,13,3
ENSG00000183840,8,18,31,14,17,25,6,20
ENSG00000183844,0,3,2,0,0,3,0,0
ENSG00000183850,10,1,6,5,9,2,1,8
ENSG00000183853,6698,4788,7382,3823,9622,10366,6991,6651
ENSG00000183856,69,32,40,27,29,26,40,42
ENSG00000183862,0,0,0,0,0,0,0,0
ENSG00000183864,2359,2538,2268,1870,2235,2972,2015,2623
ENSG00000183873,60,31,187,236,49,135,216,363
ENSG00000183876,293,87,432,53,629,227,132,34
ENSG00000183878,305,212,364,158,392,366,1,1
ENSG00000183888,8,8,8,10,6,6,9,7
ENSG00000183889,819,1100,951,1015,1081,1588,1235,1214
ENSG00000183891,78,96,62,70,51,70,58,82
ENSG00000183908,1,2,0,2,1,2,0,0
ENSG00000183909,0,0,0,0,0,0,0,0
ENSG00000183911,0,0,0,0,0,1,0,0
ENSG00000183914,14,16,24,9,18,19,7,26
ENSG00000183918,1,0,2,6,0,1,0,2
ENSG00000183921,1,2,1,0,4,0,0,0
ENSG00000183929,3,7,10,3,4,4,3,6
ENSG00000183935,226,177,339,141,336,292,158,140
ENSG00000183938,0,0,0,0,0,0,0,0
ENSG00000183943,227,267,317,162,413,412,218,184
ENSG00000183955,1163,1009,1832,744,1584,1048,1110,865
ENSG00000183960,8,4,4,4,34,15,0,0
ENSG00000183963,2433,1065,2236,617,1849,1986,1439,963
ENSG00000183971,6,2,1,0,6,6,4,1
ENSG00000183977,4,1,4,1,5,8,6,7
ENSG00000183978,391,468,489,258,510,616,372,390
ENSG00000183979,2,0,8,0,0,3,2,1
ENSG00000183981,0,0,0,0,0,0,0,0
ENSG00000184005,18,18,6,18,12,18,15,43
ENSG00000184007,3592,3886,4039,2777,4783,5923,3136,4005
ENSG00000184009,41551,46328,63098,46942,48515,115031,46634,68515
ENSG00000184012,3,3,2,1,4,2,1,1
ENSG00000184014,3264,3216,3813,2707,4035,5133,2960,3440
ENSG00000184022,0,0,0,0,0,0,0,0
ENSG00000184029,0,0,0,0,0,0,0,0
ENSG00000184032,0,0,0,0,0,0,0,0
ENSG00000184033,0,0,0,0,0,0,0,0
ENSG00000184047,702,514,849,418,916,785,569,564
ENSG00000184055,0,0,0,0,0,0,0,0
ENSG00000184056,227,259,403,203,356,368,228,173
ENSG00000184058,9,4,1,2,5,10,9,12
ENSG00000184060,27,5,54,34,19,24,27,11
ENSG00000184076,727,646,695,462,720,889,520,572
ENSG00000184083,399,444,446,404,374,597,401,575
ENSG00000184084,0,0,1,1,0,2,0,0
ENSG00000184100,0,0,0,0,0,3,0,0
ENSG00000184106,3,3,2,0,19,7,0,0
ENSG00000184108,0,0,0,0,0,0,0,0
ENSG00000184110,9739,8349,9065,4551,8709,10366,5697,5101
ENSG00000184111,0,0,0,1,0,0,0,0
ENSG00000184113,0,0,2,0,0,0,2,1
ENSG00000184117,934,707,1006,474,1080,1035,622,589
ENSG00000184139,26,7,14,10,62,63,23,17
ENSG00000184140,0,0,0,0,0,0,0,0
ENSG00000184144,1,0,2,0,0,0,0,0
ENSG00000184148,0,0,0,0,0,0,0,0
ENSG00000184154,145,95,222,114,163,236,150,177
ENSG00000184155,0,0,0,0,0,0,0,0
ENSG00000184156,7,24,7,5,7,47,2,48
ENSG00000184160,1,5,2,3,3,16,0,0
ENSG00000184162,63,80,62,57,78,141,75,90
ENSG00000184163,10,8,20,8,6,17,17,13
ENSG00000184164,1208,804,939,337,782,1264,503,515
ENSG00000184166,0,0,0,0,0,0,0,0
ENSG00000184178,342,293,352,159,271,312,335,272
ENSG00000184182,509,492,977,443,748,899,559,636
ENSG00000184185,39,61,42,47,25,55,23,55
ENSG00000184188,0,1,0,0,0,1,0,0
ENSG00000184194,108,72,158,66,205,241,143,50
ENSG00000184203,726,571,981,619,957,957,616,643
ENSG00000184205,740,628,1299,368,1166,642,816,624
ENSG00000184206,198,229,267,160,209,231,215,226
ENSG00000184207,163,167,191,112,180,249,119,149
ENSG00000184208,997,604,1266,573,997,1084,870,814
ENSG00000184209,221,209,216,141,231,294,148,166
ENSG00000184210,0,0,0,0,0,0,1,0
ENSG00000184216,3235,2577,2128,1490,2556,4397,1930,2714
ENSG00000184220,155,157,150,120,187,268,142,152
ENSG00000184221,0,0,0,0,0,0,0,0
ENSG00000184226,39,65,69,40,67,147,54,53
ENSG00000184227,71,99,70,51,16,96,59,104
ENSG00000184232,1830,1646,1245,810,1217,987,1136,872
ENSG00000184254,1974,862,3745,880,982,469,2711,1149
ENSG00000184258,25,49,68,16,99,103,42,54
ENSG00000184260,1,3,3,1,1,2,1,4
ENSG00000184261,2,2,1,0,2,0,7,0
ENSG00000184270,0,0,0,1,0,0,0,0
ENSG00000184271,254,245,331,184,311,300,312,308
ENSG00000184276,1,0,1,1,1,3,2,1
ENSG00000184277,581,571,738,424,580,667,478,592
ENSG00000184281,415,360,362,215,331,476,271,291
ENSG00000184292,9,30,24,9,26,36,28,34
ENSG00000184293,0,0,0,0,0,0,2,0
ENSG00000184302,0,0,0,0,0,0,0,0
ENSG00000184303,0,1,0,0,0,0,0,0
ENSG00000184304,631,863,738,697,562,1242,630,905
ENSG00000184305,2,1,2,1,2,7,1,6
ENSG00000184307,30,61,45,115,97,265,64,148
ENSG00000184313,18,10,24,9,19,14,23,11
ENSG00000184319,688,463,1101,453,1327,1373,615,421
ENSG00000184321,0,0,0,0,0,0,0,0
ENSG00000184330,0,0,0,0,0,0,0,0
ENSG00000184343,43,15,48,24,141,157,18,9
ENSG00000184344,0,0,0,0,0,0,0,0
ENSG00000184345,0,0,0,0,0,0,0,0
ENSG00000184347,18648,13857,24475,11852,11667,14475,17114,17858
ENSG00000184349,273,201,300,126,241,324,185,344
ENSG00000184350,0,0,1,0,3,1,0,0
ENSG00000184351,0,0,0,0,0,0,0,0
ENSG00000184357,0,0,1,0,0,0,0,0
ENSG00000184361,0,0,2,0,1,2,1,0
ENSG00000184363,3,3,12,1,8,5,10,12
ENSG00000184368,5,7,7,8,0,1,5,1
ENSG00000184371,3138,3078,2978,2213,2931,4265,2487,3985
ENSG00000184374,18,3,36,10,32,26,15,11
ENSG00000184378,51,84,113,49,80,104,92,88
ENSG00000184381,278,369,297,225,265,340,305,357
ENSG00000184384,1049,895,1296,662,1413,1683,893,1193
ENSG00000184388,0,0,0,0,0,0,0,0
ENSG00000184389,0,0,0,0,1,0,0,0
ENSG00000184394,0,0,0,0,0,0,0,0
ENSG00000184402,221,215,267,106,273,259,201,227
ENSG00000184408,21,7,31,7,292,52,52,42
ENSG00000184414,0,1,1,0,1,0,0,2
ENSG00000184423,0,0,0,0,0,0,0,0
ENSG00000184428,304,263,302,171,246,323,251,263
ENSG00000184432,5023,3992,5179,2875,5176,6696,3997,3702
ENSG00000184434,8,3,6,3,5,12,5,3
ENSG00000184436,275,190,313,131,354,374,290,280
ENSG00000184445,281,265,306,253,245,182,219,200
ENSG00000184451,44,30,76,26,47,35,73,42
ENSG00000184454,9,10,15,3,8,9,7,9
ENSG00000184459,2,0,0,0,0,0,1,0
ENSG00000184465,474,322,536,239,455,474,305,273
ENSG00000184470,321,293,358,244,408,638,241,281
ENSG00000184471,0,0,0,0,0,0,0,0
ENSG00000184478,0,0,0,0,0,0,0,0
ENSG00000184481,593,482,553,419,780,834,477,691
ENSG00000184486,1,1,0,0,1,0,0,1
ENSG00000184489,19,18,34,11,26,21,12,6
ENSG00000184492,3,1,3,5,5,5,3,0
ENSG00000184494,206,144,182,93,199,153,179,138
ENSG00000184497,38,94,96,77,101,94,45,64
ENSG00000184500,1388,1263,1250,981,816,1177,1367,1507
ENSG00000184502,0,0,0,0,0,0,0,0
ENSG00000184507,1,0,0,0,0,0,0,0
ENSG00000184508,126,135,171,84,135,138,101,95
ENSG00000184515,0,0,0,0,0,0,0,1
ENSG00000184517,216,159,264,111,244,245,149,126
ENSG00000184523,0,0,1,0,0,2,0,0
ENSG00000184524,42,48,47,20,60,118,40,25
ENSG00000184530,15,12,7,9,10,10,7,9
ENSG00000184544,0,0,0,0,0,0,0,0
ENSG00000184545,0,1,13,8,13,5,3,1
ENSG00000184557,1499,1250,1426,662,1490,1701,825,915
ENSG00000184560,0,1,1,0,0,0,0,0
ENSG00000184564,61,9,41,1,180,32,54,3
ENSG00000184571,2,0,0,1,1,0,1,0
ENSG00000184574,0,0,0,0,2,0,0,0
ENSG00000184575,4460,2693,4560,1950,4329,3988,3951,2353
ENSG00000184584,984,853,1476,1261,951,2188,999,1476
ENSG00000184588,296,250,189,78,577,720,76,100
ENSG00000184599,2,0,2,1,4,0,2,0
ENSG00000184601,0,0,0,0,0,0,0,0
ENSG00000184602,767,646,638,516,859,828,590,918
ENSG00000184611,0,2,4,1,2,0,1,1
ENSG00000184612,2,0,2,1,0,2,1,0
ENSG00000184613,0,2,0,0,3,0,0,0
ENSG00000184616,1,2,3,3,7,6,5,4
ENSG00000184617,0,0,1,0,0,2,0,1
ENSG00000184619,92,45,64,32,75,70,63,60
ENSG00000184624,0,0,0,0,0,0,0,0
ENSG00000184634,1808,1035,1581,570,1675,1867,1362,1357
ENSG00000184635,63,44,55,27,57,63,38,32
ENSG00000184640,12129,8853,11228,4459,11214,10315,7590,5471
ENSG00000184647,0,1,0,0,0,0,1,2
ENSG00000184650,0,0,0,0,0,1,0,0
ENSG00000184659,0,0,0,0,0,3,0,3
ENSG00000184661,60,31,42,34,43,47,45,22
ENSG00000184669,0,0,0,0,0,0,0,0
ENSG00000184672,3,2,5,1,2,1,1,1
ENSG00000184675,174,137,161,99,179,210,165,166
ENSG00000184677,915,825,987,501,1083,1152,774,831
ENSG00000184678,123,194,209,133,335,174,156,173
ENSG00000184682,2,0,3,0,0,0,5,0
ENSG00000184697,2,4,2,1,8,6,2,3
ENSG00000184698,0,0,0,0,0,0,0,0
ENSG00000184702,478,303,456,161,472,513,495,369
ENSG00000184708,556,479,711,454,642,810,480,578
ENSG00000184709,0,0,0,0,0,0,0,0
ENSG00000184716,2,2,4,0,9,9,2,7
ENSG00000184719,161,167,183,78,246,292,110,120
ENSG00000184724,0,0,0,0,0,0,0,0
ENSG00000184730,3,1,3,2,1,2,3,0
ENSG00000184731,3,1,7,3,2,1,0,0
ENSG00000184735,0,1,0,1,3,0,0,0
ENSG00000184741,0,0,0,0,0,0,0,0
ENSG00000184743,2719,3743,3132,3497,2707,4402,3073,5376
ENSG00000184752,354,310,370,255,366,406,254,238
ENSG00000184761,0,0,0,0,0,0,0,0
ENSG00000184774,3,3,4,1,1,3,2,2
ENSG00000184785,192,228,283,212,270,589,214,334
ENSG00000184786,24,20,31,19,26,34,23,25
ENSG00000184787,1372,1382,1750,962,1784,2506,1245,1395
ENSG00000184788,0,0,0,0,0,0,0,0
ENSG00000184789,0,0,0,0,0,0,0,0
ENSG00000184792,26,13,26,15,20,13,29,14
ENSG00000184795,0,0,0,0,0,0,0,0
ENSG00000184811,0,0,0,0,0,0,0,0
ENSG00000184814,0,0,0,0,0,0,0,0
ENSG00000184828,11,0,1,0,1,0,1,0
ENSG00000184831,100,81,88,54,68,68,62,59
ENSG00000184838,210,286,247,162,414,385,173,298
ENSG00000184840,3340,2663,3707,2257,3379,4861,2647,2596
ENSG00000184844,0,0,0,0,0,0,0,0
ENSG00000184845,0,0,3,0,3,3,0,0
ENSG00000184857,114,101,138,87,105,110,84,108
ENSG00000184860,2,12,27,11,11,13,33,10
ENSG00000184863,1092,1203,1194,801,1012,1568,974,1218
ENSG00000184867,1758,1186,2065,697,1976,2189,1348,1057
ENSG00000184881,0,0,0,0,0,0,0,0
ENSG00000184887,690,701,796,483,716,1055,649,794
ENSG00000184895,1,4,8,2,0,0,0,0
ENSG00000184897,709,721,672,411,703,822,653,799
ENSG00000184898,792,421,1179,476,1040,765,972,576
ENSG00000184900,1644,1604,1862,1191,1831,2378,1325,1502
ENSG00000184903,84,99,137,72,144,142,97,113
ENSG00000184905,9,4,13,6,2,4,3,4
ENSG00000184908,3,2,7,5,9,14,5,19
ENSG00000184911,0,0,0,0,0,0,0,0
ENSG00000184916,47,15,56,29,56,15,57,16
ENSG00000184922,527,385,480,207,840,696,530,409
ENSG00000184923,61,50,148,38,12,27,97,120
ENSG00000184924,222,212,315,204,296,355,209,183
ENSG00000184925,0,1,1,0,1,3,0,1
ENSG00000184933,0,0,0,0,0,0,0,0
ENSG00000184937,0,0,0,0,1,0,1,0
ENSG00000184939,804,534,1244,553,868,959,764,595
ENSG00000184945,0,0,0,0,0,0,0,0
ENSG00000184949,45,48,109,33,133,103,92,50
ENSG00000184954,0,0,0,0,0,0,0,0
ENSG00000184956,0,0,0,0,0,0,0,0
ENSG00000184961,13,0,0,0,0,3,0,5
ENSG00000184967,174,205,159,102,182,241,138,149
ENSG00000184979,92,87,89,68,90,144,59,86
ENSG00000184983,21,4,101,71,206,226,161,187
ENSG00000184984,9,7,15,3,5,18,2,2
ENSG00000184985,46,55,33,60,18,87,53,228
ENSG00000184986,42,49,25,13,31,39,47,31
ENSG00000184988,74,28,118,44,131,108,65,25
ENSG00000184990,681,619,589,263,496,910,588,541
ENSG00000184992,143,138,127,85,106,168,122,145
ENSG00000184995,15,13,17,8,23,21,17,4
ENSG00000184999,0,0,0,0,0,0,0,0
ENSG00000185000,303,312,280,200,365,509,260,278
ENSG00000185002,0,0,0,0,0,0,0,0
ENSG00000185008,125,45,146,29,24,43,60,56
ENSG00000185009,1196,1070,1407,778,1479,2030,1063,1155
ENSG00000185010,241,253,293,157,241,254,248,228
ENSG00000185013,13,10,39,18,23,26,32,16
ENSG00000185015,24,27,26,14,22,34,17,19
ENSG00000185019,262,225,298,153,246,277,221,231
ENSG00000185022,376,650,413,493,457,1325,361,1153
ENSG00000185024,529,399,652,287,623,634,462,414
ENSG00000185028,0,0,0,0,0,0,0,0
ENSG00000185031,2,0,0,1,2,1,3,1
ENSG00000185033,607,503,712,378,637,623,582,790
ENSG00000185037,0,0,0,0,0,0,0,0
ENSG00000185038,0,0,0,1,1,0,0,0
ENSG00000185040,12,7,16,10,7,18,20,7
ENSG00000185041,0,0,0,0,0,0,0,0
ENSG00000185043,833,723,861,430,772,999,710,794
ENSG00000185046,15,15,27,16,12,17,22,21
ENSG00000185049,447,335,452,270,419,506,401,395
ENSG00000185052,57,164,8,21,13,37,6,13
ENSG00000185053,4,0,0,0,1,0,0,0
ENSG00000185055,11,5,7,4,12,12,7,10
ENSG00000185056,0,0,0,0,0,0,0,0
ENSG00000185069,0,0,0,1,0,0,0,0
ENSG00000185070,1447,752,1289,341,1836,1839,934,661
ENSG00000185074,0,0,0,0,0,1,0,0
ENSG00000185078,0,1,0,0,0,0,0,0
ENSG00000185085,539,529,491,369,496,662,482,506
ENSG00000185087,10,8,14,17,16,19,15,20
ENSG00000185088,3502,3516,3134,2230,3684,4545,2506,2700
ENSG00000185090,36,37,46,20,87,102,30,30
ENSG00000185100,224,110,168,50,157,208,215,117
ENSG00000185101,31,2,1,0,5,8,1,2
ENSG00000185104,839,695,770,602,793,1014,641,764
ENSG00000185105,3,1,1,0,4,7,1,5
ENSG00000185112,439,1012,344,368,356,648,326,1064
ENSG00000185115,191,167,224,114,237,269,198,167
ENSG00000185122,940,1224,1054,906,1257,1837,1036,1382
ENSG00000185127,1344,1204,1555,1003,1651,2060,1287,1418
ENSG00000185129,1329,1075,1345,776,1421,2105,1279,1501
ENSG00000185130,1,0,0,0,2,0,2,0
ENSG00000185133,5,2,4,0,4,6,6,5
ENSG00000185149,0,0,0,0,0,0,0,0
ENSG00000185155,4,5,5,0,6,6,0,5
ENSG00000185156,0,0,0,0,0,0,0,0
ENSG00000185158,230,185,295,145,235,283,224,175
ENSG00000185163,305,326,248,129,242,366,126,251
ENSG00000185164,2584,2448,3801,2525,3047,3408,2174,2196
ENSG00000185176,0,0,0,0,0,0,0,0
ENSG00000185177,0,0,0,0,0,0,0,0
ENSG00000185182,0,1,2,0,0,0,0,1
ENSG00000185187,118,148,200,132,159,211,198,247
ENSG00000185189,1011,1454,1506,1027,1572,2473,1080,1759
ENSG00000185198,0,0,0,0,0,0,2,0
ENSG00000185201,2337,2467,2809,1949,2524,3605,1919,2296
ENSG00000185215,868,591,1406,310,1638,1368,799,568
ENSG00000185219,464,278,486,193,399,476,368,277
ENSG00000185220,90,72,95,33,80,96,79,63
ENSG00000185221,0,0,0,0,0,0,0,0
ENSG00000185222,1961,2803,2347,2534,2908,5268,2038,2999
ENSG00000185231,0,0,0,0,1,2,4,0
